0,0,0,0,9,ap_hi;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,447,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,448,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,449,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,450,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,451,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,452,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,453,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,454,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,455,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,456,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,457,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,458,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,459,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,460,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,461,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,462,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,463,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,464,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,465,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,466,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,467,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,468,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,469,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,470,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,471,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,472,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,473,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,474,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,475,0,1,8,age;weight;height;cholesterol;gender;active;gluc;smoke
17,476,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,477,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,478,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,479,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,480,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,481,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,482,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,483,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,484,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,485,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,486,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,487,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,488,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,489,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,490,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,491,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,492,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,493,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,494,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,495,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,496,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,497,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,498,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,499,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,500,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,501,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,502,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,503,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,504,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,505,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,506,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,507,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,508,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,509,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,510,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,511,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,512,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,513,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,514,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,515,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,516,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,517,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,518,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,519,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,520,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,521,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,522,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,523,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,524,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,525,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,526,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,527,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,528,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,529,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,530,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,531,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,532,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,533,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,534,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,535,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,536,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,537,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,538,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,539,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,540,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,541,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,542,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,543,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,544,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,545,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,546,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,547,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,548,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,549,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,550,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,551,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,552,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,553,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,554,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,555,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,556,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,557,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,558,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,559,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,560,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,561,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,562,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,563,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,564,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,565,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,566,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,567,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,568,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,569,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,570,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,571,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,572,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,573,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,574,1,0,9,ap_hi;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,575,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,576,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,577,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,578,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,579,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,580,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,581,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,582,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,583,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,584,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,585,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,586,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,587,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,588,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,589,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,590,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,591,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,592,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,593,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,594,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,595,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,596,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,597,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,598,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,599,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,600,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,601,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,602,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,603,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,604,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,605,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,606,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,607,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,608,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,609,0,0,9,ap_hi;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,610,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,611,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,612,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,613,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,614,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,615,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,616,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,617,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,618,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,619,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,620,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,621,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,622,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,623,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,624,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,625,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,626,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,627,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,628,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,629,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,630,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,631,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,632,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,633,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,634,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,635,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,636,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,637,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,638,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,639,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,640,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,641,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,642,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,643,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,644,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,645,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,646,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,647,0,1,8,age;weight;ap_lo;cholesterol;gender;active;gluc;smoke
17,648,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,649,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,650,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,651,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,652,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,653,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,654,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,655,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,656,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,657,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,658,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,659,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,660,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,661,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,662,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,663,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,664,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,665,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,666,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,667,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,668,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,669,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,670,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,671,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,672,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,673,0,0,9,ap_hi;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,674,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,675,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,676,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,677,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,678,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,679,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,680,0,0,9,ap_hi;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,681,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,682,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,683,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,684,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,685,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,686,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,687,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,688,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,689,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,690,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,691,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,692,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,693,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,694,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,695,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,696,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,697,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,698,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,699,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,700,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,701,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,702,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,703,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,704,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,705,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,706,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,707,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,708,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,709,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,710,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,711,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,712,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,713,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,714,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,715,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,716,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,717,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,718,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,719,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,720,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,721,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,722,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,723,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,724,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,725,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,726,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,727,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,728,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,729,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,730,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,731,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,732,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,733,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,734,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,735,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,736,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
17,737,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
